what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1353332365795
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1353332365795
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1353332365795
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1353332365795
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1353332365795
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1353332365795
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1353332365795
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1353332365795
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1353332365795
os,sysinfo,,,"win32",1353332365805
arch,sysinfo,,,"x86",1353332365805
ws,sysinfo,,,"win32",1353332365805
locale,sysinfo,,,"zh_CN",1353332365805
processors,sysinfo,,,"2",1353332365805
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1353332365805
java.runtime.version,sysinfo,,,"1.7.0-b147",1353332365805
java.specification.name,sysinfo,,,"Java Platform API Specification",1353332365805
java.specification.vendor,sysinfo,,,"Oracle Corporation",1353332365805
java.specification.version,sysinfo,,,"1.7",1353332365805
java.vendor,sysinfo,,,"Oracle Corporation",1353332365805
java.version,sysinfo,,,"1.7.0",1353332365805
java.vm.info,sysinfo,,,"mixed mode, sharing",1353332365805
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1353332365805
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1353332365805
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1353332365805
java.vm.specification.version,sysinfo,,,"1.7",1353332365805
java.vm.vendor,sysinfo,,,"Oracle Corporation",1353332365805
java.vm.version,sysinfo,,,"21.0-b17",1353332365805
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1353332377452
started,bundle,org.eclipse.equinox.p2.ui,2.1.0.v20110601,"org.eclipse.equinox.p2.ui",1353332377462
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110510,"org.eclipse.equinox.p2.transport.ecf",1353332378102
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1353332378162
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1353332378252
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1353332378312
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1353332378422
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1353332378422
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353332378632
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353332404482
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.install",1353332404560
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.update",1353332411433
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353332411813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353332420295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353332427494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353332429314
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.install",1353332429324
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353332430064
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1353332430484
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1353332430484
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.0.201106081058,"org.eclipse.cdt.build.crossgcc",1353332430928
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.0.201106081058,"org.eclipse.cdt.codan.checkers",1353332430928
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201106081058,"org.eclipse.cdt.codan.checkers.ui",1353332430938
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201106081058,"org.eclipse.cdt.codan.ui.cxx",1353332430938
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201106081058,"org.eclipse.cdt.codan.core.cxx",1353332430938
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201106081058,"org.eclipse.cdt.launch.remote",1353332430938
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201106081058,"org.eclipse.cdt.debug.mi.ui",1353332430938
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.0.201106081058,"org.eclipse.cdt.debug.mi.core",1353332430938
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201106081058,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1353332430938
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201106081058,"org.eclipse.cdt.debug.ui.memory.search",1353332430938
