what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1353559799184
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1353559799200
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1353559799200
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1353559799215
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1353559799231
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1353559799246
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.eclipse",1353559799262
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1353559799262
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1353559799278
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1353559799293
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1353559799309
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1353559799324
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1353559799340
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1353559799356
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1353559799371
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1353559799371
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1353559799402
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1353559799418
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1353559799434
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1353559799449
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1353559799465
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1353559799480
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1353559799496
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1353559799496
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1353559799512
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1353559799527
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1353559799543
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1353559799543
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1353559799543
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1353559799558
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1353559799590
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1353559799621
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1353559799652
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1353559799652
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1353559799668
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1353559799683
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1353559799683
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1353559799699
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1353559799714
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1353559799730
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1353559799746
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1353559799761
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1353559799777
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1353559799792
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1353559799808
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1353559799808
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1353559799808
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1353559799824
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1353559799839
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1353559799855
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1353559799870
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1353559799886
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1353559799886
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1353559799902
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1353559799917
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1353559799933
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1353559799933
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1353559799948
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1353559799948
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1353559799964
os,sysinfo,,,"win32",1353559799964
arch,sysinfo,,,"x86",1353559799964
ws,sysinfo,,,"win32",1353559799964
locale,sysinfo,,,"zh_CN",1353559799964
processors,sysinfo,,,"2",1353559799964
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1353559799980
java.runtime.version,sysinfo,,,"1.7.0-b147",1353559799980
java.specification.name,sysinfo,,,"Java Platform API Specification",1353559799980
java.specification.vendor,sysinfo,,,"Oracle Corporation",1353559799980
java.specification.version,sysinfo,,,"1.7",1353559799980
java.vendor,sysinfo,,,"Oracle Corporation",1353559799980
java.version,sysinfo,,,"1.7.0",1353559799980
java.vm.info,sysinfo,,,"mixed mode, sharing",1353559799980
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1353559799980
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1353559799980
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1353559799980
java.vm.specification.version,sysinfo,,,"1.7",1353559799980
java.vm.vendor,sysinfo,,,"Oracle Corporation",1353559799980
java.vm.version,sysinfo,,,"21.0-b17",1353559799980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559803068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559817012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559823548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559823782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559828384
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1353559858695
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1353559858742
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1353559860458
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1353559860536
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1353559860692
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1353559860926
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1353559861238
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1353559861316
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1353559861440
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1353559861721
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1353559861955
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1353559862049
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1353559862096
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1353559862189
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1353559862252
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1353559862688
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1353559863094
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1353559863125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559864124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1353559864139
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1353559864155
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1353559864202
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1353559871721
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1353559871799
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1353559871846
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1353559874842
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1353559874935
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1353559885231
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1353559885684
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1353559885855
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1353559886136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559886448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559889943
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1353559890801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559892485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559894888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559900613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559900644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559902345
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1353559931903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353559996046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353560011505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562195171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562421491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562424487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562426078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562426827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562524724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562527329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562658941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562659007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562659185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562659232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562659279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562662773
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1353562662898
